acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,time,sensor,dir
-0.02,0.58,-0.82,-1.69,1.36,-1.19,44.07,484.48,-1407.53,144123031.0,gyro,
-0.02,0.58,-0.82,-1.91,1.36,-1.13,44.07,484.48,-1407.53,144126903.0,gyro,
-0.02,0.58,-0.81,-1.68,1.39,-1.13,52.89,479.16,-1398.98,144132747.0,gyro,
-0.02,0.58,-0.82,-1.5,1.5,-1.1,52.89,479.16,-1398.98,144137088.0,gyro,
-0.02,0.57,-0.82,-1.66,1.43,-1.13,49.36,479.16,-1405.82,144142927.0,gyro,
-0.02,0.57,-0.82,-1.79,1.43,-1.05,49.36,479.16,-1405.82,144146786.0,gyro,
-0.02,0.58,-0.82,-1.53,1.42,-1.02,38.78,482.71,-1398.98,144153083.0,gyro,
-0.02,0.58,-0.82,-1.43,1.57,-1.1,38.78,482.71,-1398.98,144156957.0,gyro,
-0.02,0.58,-0.82,-1.6,1.57,-1.13,45.84,486.26,-1412.66,144162791.0,gyro,
-0.02,0.58,-0.82,-1.68,1.54,-1.07,45.84,486.26,-1412.66,144166676.0,gyro,
-0.02,0.57,-0.82,-1.69,1.56,-1.13,38.78,472.06,-1395.56,144172975.0,gyro,
-0.02,0.58,-0.82,-1.68,1.53,-1.13,38.78,472.06,-1395.56,144176843.0,gyro,
-0.02,0.58,-0.81,-1.62,1.43,-1.11,51.13,502.23,-1400.69,144182686.0,gyro,
-0.02,0.58,-0.82,-1.62,1.56,-1.1,51.13,502.23,-1400.69,144187033.0,gyro,
-0.02,0.58,-0.82,-1.53,1.56,-1.14,61.7,470.29,-1393.85,144192866.0,gyro,
-0.02,0.58,-0.82,-1.51,1.53,-1.17,61.7,470.29,-1393.85,144196743.0,gyro,
-0.02,0.58,-0.82,-1.75,1.48,-1.16,54.65,498.68,-1414.37,144203042.0,gyro,
-0.02,0.58,-0.82,-1.83,1.53,-1.21,54.65,498.68,-1414.37,144206928.0,gyro,
-0.02,0.58,-0.81,-1.8,1.39,-1.07,47.6,477.39,-1407.53,144212757.0,gyro,
-0.02,0.58,-0.82,-1.53,1.42,-1.07,47.6,477.39,-1407.53,144216643.0,gyro,
-0.02,0.58,-0.82,-1.51,1.51,-1.04,59.94,482.71,-1398.98,144222934.0,gyro,
-0.02,0.58,-0.82,-1.75,1.45,-1.08,59.94,482.71,-1398.98,144226799.0,gyro,
-0.02,0.58,-0.82,-1.74,1.46,-1.08,51.13,477.39,-1421.21,144232633.0,gyro,
-0.02,0.58,-0.82,-1.62,1.54,-1.11,51.13,477.39,-1421.21,144236964.0,gyro,
-0.02,0.58,-0.82,-1.75,1.5,-1.08,45.84,482.71,-1402.4,144242805.0,gyro,
-0.02,0.58,-0.82,-1.89,1.53,-1.1,45.84,482.71,-1402.4,144246680.0,gyro,
-0.02,0.58,-0.82,-1.66,1.5,-1.07,51.13,477.39,-1407.53,144252976.0,gyro,
-0.02,0.58,-0.82,-1.46,1.5,-1.14,51.13,477.39,-1407.53,144256854.0,gyro,
-0.02,0.58,-0.82,-1.8,1.48,-1.14,58.18,480.94,-1417.79,144262700.0,gyro,
-0.02,0.58,-0.82,-1.69,1.54,-1.16,58.18,480.94,-1417.79,144266579.0,gyro,
-0.02,0.58,-0.82,-1.46,1.54,-1.13,52.89,493.36,-1395.56,144272876.0,gyro,
-0.02,0.58,-0.82,-1.6,1.48,-1.11,52.89,493.36,-1395.56,144276751.0,gyro,
-0.02,0.58,-0.82,-1.88,1.46,-1.08,54.65,473.84,-1410.95,144282605.0,gyro,
-0.02,0.58,-0.81,-1.74,1.51,-1.14,54.65,473.84,-1410.95,144286922.0,gyro,
-0.02,0.57,-0.82,-1.53,1.56,-1.08,52.89,486.26,-1402.4,144292767.0,gyro,
-0.02,0.57,-0.82,-1.57,1.51,-1.05,52.89,486.26,-1402.4,144296641.0,gyro,
-0.02,0.58,-0.81,-1.57,1.51,-1.1,45.84,489.81,-1402.4,144302938.0,gyro,
-0.02,0.58,-0.82,-1.6,1.51,-1.13,45.84,489.81,-1402.4,144306819.0,gyro,
-0.02,0.57,-0.82,-1.63,1.48,-1.1,54.65,477.39,-1410.95,144312657.0,gyro,
